movie_title;director_name;num_critic_for_reviews;duration;actor_1_name;actor_2_name;num_voted_users;facenumber_in_poster;num_user_for_reviews;language;country;content_rating;budget;title_year;imdb_score
Mission: Impossible - Ghost Protocol;Brad Bird;432;133;Tom Cruise;Jeremy Renner;365104;3;512;English;USA;PG-13;145000000;2011;7.4
The Matrix Revolutions;Lana Wachowski;245;129;Essie Davis;Collin Chou;364948;0;2121;English;Australia;R;150000000;2003;6.7
The Great Gatsby;Baz Luhrmann;490;143;Leonardo DiCaprio;Elizabeth Debicki;362912;4;753;English;Australia;PG-13;;2013;
X-Men Origins: Wolverine;Gavin Hood;350;119;Hugh Jackman;Ryan Reynolds;361924;0;641;English;USA;PG-13;150000000;2009;6.7
Children of Men;Alfonso Cuarón;372;;Charlie Hunnam;Danny Huston;361767;0;1206;English;USA;R;76000000;2006;7.9
Crash;Paul Haggis;287;115;Don Cheadle;Loretta Devine;361169;0;1624;English;Germany;R;6500000;2004;7.9
American Hustle;David O. Russell;538;138;Jennifer Lawrence;Christian Bale;358416;5;751;English;USA;R;40000000;2013;7.3
Edward Scissorhands;Tim Burton;111;105;Johnny Depp;Dianne Wiest;357581;0;588;English;USA;PG-13;20000000;1990;7.9
The Butterfly Effect;Eric Bress;185;120;Logan Lerman;Eric Stoltz;357579;0;1100;English;USA;R;13000000;2004;7.7
American Psycho;Mary Harron;288;102;Christian Bale;Justin Theroux;357275;1;1061;English;USA;R;7000000;2000;7.6
Oldboy;Chan-wook Park;305;120;Min-sik Choi;Ji-tae Yu;356181;0;809;Korean;South Korea;R;3000000;2003;8.4
Little Miss Sunshine;Jonathan Dayton;270;101;Steve Carell;Steven Christopher Parker;355810;1;889;English;USA;R;8000000;2006;7.9
Harry Potter and the Order of the Phoenix;David Yates;329;138;Robert Pattinson;Daniel Radcliffe;355137;3;1108;English;UK;PG-13;150000000;2007;7.5
Her;Spike Jonze;574;126;Scarlett Johansson;Brian Johnson;355126;1;748;English;USA;R;23000000;2013;8.0
The Hobbit: The Battle of the Five Armies;Peter Jackson;422;164;Aidan Turner;Adam Brown;354228;0;802;English;New Zealand;PG-13;250000000;2014;7.5
Horrible Bosses;Seth Gordon;340;106;Kevin Spacey;Lindsay Sloane;353442;5;387;English;USA;R;35000000;2011;6.9
Hot Fuzz;Edgar Wright;285;121;Bill Bailey;Joe Cornish;352695;1;687;English;UK;R;8000000;2007;7.9
The Perks of Being a Wallflower;Stephen Chbosky;364;102;Logan Lerman;Ezra Miller;351274;2;457;English;USA;PG-13;13000000;2012;8.0
Big Fish;Tim Burton;235;125;Steve Buscemi;Alison Lohman;350698;0;816;English;USA;PG-13;70000000;2003;8.0
Mr. & Mrs. Smith;Doug Liman;233;126;Brad Pitt;Angelina Jolie Pitt;348861;2;798;English;USA;PG-13;;2005;6.5
The Bourne Supremacy;Paul Greengrass;239;108;Matt Damon;Joan Allen;348232;1;806;English;USA;PG-13;75000000;2004;7.8
Twilight;Catherine Hardwicke;350;122;Kristen Stewart;Taylor Lautner;348007;1;1535;English;USA;PG-13;37000000;2008;5.2
Inside Out;Pete Docter;536;95;Amy Poehler;Mindy Kaling;345198;1;773;English;USA;PG;175000000;2015;8.3
Hancock;Peter Berg;318;102;Will Smith;Charlize Theron;343648;0;590;English;USA;PG-13;150000000;2008;6.4
The Fifth Element;Luc Besson;173;126;Milla Jovovich;Bruce Willis;343274;2;742;English;France;PG-13;93000000;1997;7.7
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Stanley Kubrick;192;95;George C. Scott;Slim Pickens;342585;0;839;English;USA;PG;1800000;1964;8.5
Divergent;Neil Burger;459;139;Kate Winslet;Theo James;341058;2;713;English;USA;PG-13;;2014;6.7
Back to the Future Part II;Robert Zemeckis;125;108;Lea Thompson;Jeffrey Weissman;340085;0;327;English;USA;PG;40000000;1989;7.8
Sherlock Holmes: A Game of Shadows;Guy Ritchie;382;129;Robert Downey Jr.;Eddie Marsan;338635;2;412;English;USA;PG-13;125000000;2011;7.5
Mystic River;Clint Eastwood;229;138;John Doman;Spencer Treat Clark;338415;0;935;English;USA;R;25000000;2003;8.0
The Pursuit of Happyness;Gabriele Muccino;201;117;Will Smith;Kurt Fuller;338383;0;611;English;USA;PG-13;55000000;2006;8.0
Elysium;Neill Blomkamp;476;109;Matt Damon;Sharlto Copley;338087;0;814;English;USA;R;115000000;2013;6.6
Live Free or Die Hard;Len Wiseman;354;129;Bruce Willis;Jonathan Sadowski;336235;1;782;English;USA;PG-13;110000000;2007;7.2
War of the Worlds;Steven Spielberg;401;116;Tom Cruise;Lisa Ann Walter;334345;0;2741;English;USA;PG-13;132000000;2005;6.5
Indiana Jones and the Kingdom of the Crystal Skull;Steven Spielberg;470;122;Harrison Ford;Ray Winstone;333847;2;2054;English;USA;PG-13;185000000;2008;6.2
Casino;Martin Scorsese;133;178;Robert De Niro;Don Rickles;333542;2;533;English;USA;R;52000000;1995;8.2
The Day After Tomorrow;Roland Emmerich;239;124;Jake Gyllenhaal;Dennis Quaid;333248;0;1159;English;USA;PG-13;125000000;2004;6.4
The Hurt Locker;Kathryn Bigelow;388;131;Jeremy Renner;Christian Camargo;332065;0;876;English;USA;R;15000000;2008;7.6
Quantum of Solace;Marc Forster;403;106;Giancarlo Giannini;Mathieu Amalric;330784;1;1243;English;UK;PG-13;200000000;2008;6.7
The Girl with the Dragon Tattoo;David Fincher;517;158;Robin Wright;Goran Visnjic;330152;1;632;English;USA;R;90000000;2011;7.8
Indiana Jones and the Temple of Doom;Steven Spielberg;148;118;Harrison Ford;Amrish Puri;329969;2;524;English;USA;PG;28000000;1984;7.6
Ice Age;Chris Wedge;193;103;Goran Visnjic;Stephen Root;328159;0;467;English;USA;PG;59000000;2002;7.6
The Wolverine;James Mangold;440;138;Hugh Jackman;Tao Okamoto;328067;1;533;English;USA;PG-13;120000000;2013;6.7
Lucy;Luc Besson;433;89;Scarlett Johansson;Morgan Freeman;327367;0;918;English;France;R;40000000;2014;6.4
Dallas Buyers Club;Jean-Marc Vallée;471;117;Matthew McConaughey;Jennifer Garner;326494;0;340;English;USA;R;5000000;2013;8.0
The Incredible Hulk;Louis Leterrier;354;135;Ty Burrell;Peter Mensah;326286;0;643;English;USA;PG-13;150000000;2008;6.8
Transformers: Dark of the Moon;Michael Bay;428;154;Glenn Morshower;Lester Speight;326180;2;899;English;USA;PG-13;195000000;2011;6.3
American Sniper;Clint Eastwood;490;133;Bradley Cooper;Leonard Roberts;325264;0;916;English;USA;R;58800000;2014;7.3
American Gangster;Ridley Scott;300;176;Denzel Washington;Ruby Dee;324671;0;458;English;USA;R;100000000;2007;7.8
Captain Phillips;Paul Greengrass;491;134;Tom Hanks;Chris Mulkey;323353;0;527;English;USA;PG-13;55000000;2013;7.9
Transformers: Revenge of the Fallen;Michael Bay;366;150;Glenn Morshower;Kevin Dunn;323207;0;1439;English;USA;PG-13;200000000;2009;6.0
Armageddon;Michael Bay;167;153;Bruce Willis;Steve Buscemi;322395;0;1171;English;USA;PG-13;140000000;1998;6.6
Harry Potter and the Half-Blood Prince;David Yates;375;153;Alan Rickman;Daniel Radcliffe;321795;3;973;English;UK;PG;250000000;2009;7.5
Lost in Translation;Sofia Coppola;265;101;Scarlett Johansson;Bill Murray;321283;0;1848;English;USA;R;4000000;2003;7.8
The Amazing Spider-Man 2;Marc Webb;495;142;Emma Stone;Andrew Garfield;321227;0;1067;English;USA;PG-13;;2014;6.7
Charlie and the Chocolate Factory;Tim Burton;276;115;Johnny Depp;Christopher Lee;320284;3;1361;English;USA;PG;150000000;2005;6.7
The Help;Tate Taylor;373;146;Emma Stone;Bryce Dallas Howard;318955;2;460;English;USA;PG-13;25000000;2011;
Love Actually;Richard Curtis;218;129;Colin Firth;Liam Neeson;318634;9;1004;English;UK;R;45000000;2003;7.7
Dawn of the Planet of the Apes;Matt Reeves;521;130;Gary Oldman;Judy Greer;317542;0;620;English;USA;PG-13;170000000;2014;7.6
The Last Samurai;Edward Zwick;190;154;Tom Cruise;Tony Goldwyn;317166;1;928;English;USA;R;140000000;2003;7.7
We're the Millers;Rawson Marshall Thurber;289;118;Laura-Leigh;Molly C. Quinn;316671;4;301;English;USA;R;37000000;2013;7.0
King Kong;Peter Jackson;446;201;Naomi Watts;Thomas Kretschmann;316018;0;2618;English;New Zealand;PG-13;207000000;2005;7.2
American Pie;Paul Weitz;145;95;Alyson Hannigan;Shannon Elizabeth;315549;6;789;English;USA;R;11000000;1999;7.0
Shrek 2;Andrew Adamson;205;93;Rupert Everett;Jennifer Saunders;314630;1;483;English;USA;PG;150000000;2004;7.2
The Da Vinci Code;Ron Howard;294;174;Tom Hanks;Seth Gabel;314253;2;1966;English;USA;PG-13;125000000;2006;6.6
Gangs of New York;Martin Scorsese;233;216;Leonardo DiCaprio;Liam Neeson;314033;3;1166;English;USA;R;100000000;2002;7.5
Ant-Man;Peyton Reed;517;117;Judy Greer;Hayley Atwell;313866;6;549;English;USA;PG-13;130000000;2015;7.4
The 40-Year-Old Virgin;Judd Apatow;217;133;Steve Carell;Romany Malco;313797;1;546;English;USA;R;26000000;2005;7.1
Rush;Ron Howard;393;123;Chris Hemsworth;Olivia Wilde;312629;0;475;English;UK;R;38000000;2013;8.1
Home Alone;Chris Columbus;102;103;Macaulay Culkin;Devin Ratray;311075;5;305;English;USA;PG;18000000;1990;7.5
The Maze Runner;Wes Ball;297;113;Ki Hong Lee;Aml Ameen;310903;0;524;English;USA;PG-13;34000000;2014;6.8
This Is the End;Evan Goldberg;418;107;Channing Tatum;James Franco;310540;6;669;English;USA;R;32000000;2013;6.7
In Bruges;Martin McDonagh;300;107;Elizabeth Berrington;Anna Madeley;307639;1;513;English;UK;R;15000000;2008;8.0
Tropic Thunder;Ben Stiller;308;121;Robert Downey Jr.;Steve Coogan;307539;3;577;English;USA;R;92000000;2008;7.0
Kung Fu Panda;Mark Osborne;266;92;Angelina Jolie Pitt;Wayne Knight;307029;0;360;English;USA;PG;130000000;2008;7.6
Alice in Wonderland;Tim Burton;451;108;Johnny Depp;Alan Rickman;306336;0;736;English;USA;PG;200000000;2010;6.5
Training Day;Antoine Fuqua;109;122;Denzel Washington;Snoop Dogg;305929;2;633;English;USA;R;45000000;2001;7.7
Terminator 3: Rise of the Machines;Jonathan Mostow;280;109;Nick Stahl;M.C. Gainey;305340;0;1676;English;USA;R;200000000;2003;6.4
The Hunger Games: Mockingjay - Part 1;Francis Lawrence;403;123;Jennifer Lawrence;Philip Seymour Hoffman;305008;1;591;English;USA;PG-13;125000000;2014;6.7
In Time;Andrew Niccol;360;109;Matt Bomer;Olivia Wilde;304318;2;463;English;USA;PG-13;40000000;2011;6.7
The Terminal;Steven Spielberg;151;128;Tom Hanks;Chi McBride;303864;0;596;English;USA;PG-13;60000000;2004;7.3
Fury;David Ayer;406;134;Brad Pitt;Logan Lerman;303185;4;701;English;USA;R;68000000;2014;7.6
Zodiac;David Fincher;377;162;Robert Downey Jr.;Jake Gyllenhaal;301279;0;589;English;USA;R;65000000;2007;7.7
Midnight in Paris;Woody Allen;487;94;Kurt Fuller;Audrey Fleurot;301149;1;509;English;Spain;PG-13;17000000;2011;7.7
Mission: Impossible;Brian De Palma;154;110;Tom Cruise;Kristin Scott Thomas;300542;0;378;English;USA;PG-13;80000000;1996;7.1
The Conjuring;James Wan;511;112;Mackenzie Foy;Lili Taylor;300110;0;807;English;USA;R;20000000;2013;7.5
Wanted;Timur Bekmambetov;316;110;Angelina Jolie Pitt;Morgan Freeman;299852;0;713;English;USA;R;75000000;2008;6.7
Die Hard with a Vengeance;John McTiernan;148;128;Bruce Willis;Aldis Hodge;299258;1;346;English;USA;R;90000000;1995;7.6
Saw;James Wan;287;103;Michael Emerson;Monica Potter;299127;0;1509;English;USA;R;1200000;2004;7.7
Knocked Up;Judd Apatow;251;133;Harold Ramis;Martin Starr;298590;2;559;English;USA;R;30000000;2007;7.0
28 Days Later...;Danny Boyle;224;113;Noah Huntley;Megan Burns;297250;0;1441;English;UK;R;8000000;2002;7.6
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;Larry Charles;343;82;Luenell;Ken Davitian;297014;1;1198;English;USA;R;18000000;2006;7.3
Bruce Almighty;Tom Shadyac;191;101;Morgan Freeman;Steve Carell;296904;1;604;English;USA;PG-13;81000000;2003;6.7
Cloverfield;Matt Reeves;459;85;Mike Vogel;Ben Feldman;296787;0;2192;English;USA;PG-13;25000000;2008;7.0
The Illusionist;Neil Burger;236;110;Rufus Sewell;Eddie Marsan;295375;3;645;English;USA;PG-13;16000000;2006;7.6
Tangled;Nathan Greno;324;100;Brad Garrett;Donna Murphy;294810;1;387;English;USA;PG;260000000;2010;7.8
The Princess Bride;Rob Reiner;185;98;Robin Wright;Carol Kane;294163;0;718;English;USA;PG;16000000;1987;8.1
Collateral;Michael Mann;299;120;Tom Cruise;Jada Pinkett Smith;293662;0;836;English;USA;R;65000000;2004;7.6
Nightcrawler;Dan Gilroy;534;117;Jake Gyllenhaal;Michael Papajohn;293304;1;552;English;USA;R;8500000;2014;7.9
Black Hawk Down;Ridley Scott;200;152;Ioan Gruffudd;Sam Shepard;292022;0;1103;English;USA;R;92000000;2001;7.7
The Wizard of Oz;Victor Fleming;213;102;Margaret Hamilton;Terry;291875;3;533;English;USA;Passed;2800000;1939;8.1
Platoon;Oliver Stone;120;120;Johnny Depp;Tom Berenger;291603;0;505;English;UK;R;6000000;1986;8.1
Predator;John McTiernan;217;107;Shane Black;Bill Duke;290949;1;629;English;USA;R;15000000;1987;7.8
Ex Machina;Alex Garland;489;108;Elina Alminas;Sonoya Mizuno;289508;0;611;English;UK;R;15000000;2015;7.7
Dumb & Dumber;Peter Farrelly;84;113;Lauren Holly;Mike Starr;288451;2;438;English;USA;PG-13;16000000;1994;7.3
Super 8;J.J. Abrams;539;112;Joel Courtney;AJ Michalka;287822;0;849;English;USA;PG-13;50000000;2011;7.1
Despicable Me 2;Pierre Coffin;306;98;Steve Carell;Miranda Cosgrove;286877;0;284;English;USA;PG;76000000;2013;7.5
The Chronicles of Narnia: The Lion  the Witch and the Wardrobe;Andrew Adamson;284;150;Jim Broadbent;Kiran Shah;286506;5;1463;English;USA;PG;180000000;2005;6.9
The Devil Wears Prada;David Frankel;208;109;Meryl Streep;Anne Hathaway;286178;0;631;English;USA;PG-13;35000000;2006;6.8
Terminator Salvation;McG;422;118;Christian Bale;Bryce Dallas Howard;286095;0;974;English;USA;PG-13;200000000;2009;6.6
The Italian Job;F. Gary Gray;155;111;Jason Statham;Charlize Theron;285623;6;497;English;USA;PG-13;60000000;2003;7.0
Ocean's Twelve;Steven Soderbergh;198;125;Brad Pitt;Julia Roberts;284852;0;627;English;USA;PG-13;110000000;2004;6.4
Cloud Atlas;Tom Tykwer;511;172;Tom Hanks;Jim Sturgess;284825;5;828;English;Germany;R;102000000;2012;7.5
Fast Five;Justin Lin;342;132;Paul Walker;Vin Diesel;284792;3;366;English;USA;PG-13;125000000;2011;7.3
The Exorcist;William Friedkin;304;132;Ellen Burstyn;Linda Blair;284252;0;1058;English;USA;R;8000000;1973;8.0
Face/Off;John Woo;155;138;Nicolas Cage;CCH Pounder;283967;0;535;English;USA;R;80000000;1997;7.3
Moneyball;Bennett Miller;419;133;Philip Seymour Hoffman;Robin Wright;283563;1;312;English;USA;PG-13;50000000;2011;7.6
Back to the Future Part III;Robert Zemeckis;111;118;Lea Thompson;Jeffrey Weissman;283480;0;263;English;USA;PG;40000000;1990;7.4
2012;Roland Emmerich;367;158;Oliver Platt;Liam James;283418;0;1055;English;USA;PG-13;200000000;2009;5.8
E.T. the Extra-Terrestrial;Steven Spielberg;215;120;Henry Thomas;Dee Wallace;281842;0;515;English;USA;PG;10500000;1982;7.9
The Machinist;Brad Anderson;204;94;Christian Bale;Jennifer Jason Leigh;281649;0;458;English;Spain;R;5000000;2004;7.7
The Town;Ben Affleck;378;150;Jeremy Renner;Jon Hamm;280228;7;420;English;USA;R;37000000;2010;7.6
127 Hours;Danny Boyle;450;94;James Franco;Treat Williams;279179;0;440;English;USA;R;18000000;2010;7.6
Big Hero 6;Don Hall;384;102;Damon Wayans Jr.;Daniel Henney;279093;0;433;English;USA;PG;165000000;2014;7.9
The Lost World: Jurassic Park;Steven Spielberg;177;129;Ariana Richards;Richard Schiff;278362;0;552;English;USA;PG-13;73000000;1997;6.5
Furious 7;James Wan;424;140;Jason Statham;Paul Walker;278232;0;657;English;USA;PG-13;190000000;2015;7.2
Unforgiven;Clint Eastwood;131;131;Clint Eastwood;Morgan Freeman;277505;1;495;English;USA;R;14400000;1992;8.3
Dead Poets Society;Peter Weir;96;128;Robin Williams;Josh Charles;277451;0;491;English;USA;PG;16400000;1989;8.0
The Cabin in the Woods;Drew Goddard;634;95;Chris Hemsworth;Bradley Whitford;277172;0;986;English;USA;R;30000000;2012;7.0
Easy A;Will Gluck;262;92;Emma Stone;Dan Byrd;276746;1;264;English;USA;PG-13;8000000;2010;7.1
The Fighter;David O. Russell;410;116;Christian Bale;Jack McGee;275869;2;389;English;USA;R;25000000;2010;7.9
Spectre;Sam Mendes;602;148;Christoph Waltz;Rory Kinnear;275868;1;994;English;UK;PG-13;245000000;2015;6.8
It's a Wonderful Life;Frank Capra;206;118;Donna Reed;Lionel Barrymore;275720;0;706;English;USA;PG;3180000;1946;8.6
Scott Pilgrim vs. the World;Edgar Wright;393;112;Anna Kendrick;Kieran Culkin;273921;0;522;English;USA;PG-13;60000000;2010;7.5
Brave;Mark Andrews;488;93;Kelly Macdonald;John Ratzenberger;273556;0;428;English;USA;PG;185000000;2012;7.2
Inside Man;Spike Lee;230;129;Denzel Washington;James Ransone;273108;2;646;English;USA;R;45000000;2006;7.6
Inside Man;Spike Lee;230;129;Denzel Washington;James Ransone;273108;2;646;English;USA;R;45000000;2006;7.6
The Hateful Eight;Quentin Tarantino;596;187;Craig Stark;Jennifer Jason Leigh;272839;1;1018;English;USA;R;44000000;2015;7.9
Due Date;Todd Phillips;307;95;Robert Downey Jr.;RZA;272789;3;285;English;USA;R;65000000;2010;6.6
Captain America: Civil War;Anthony Russo;516;147;Robert Downey Jr.;Scarlett Johansson;272670;0;1022;English;USA;PG-13;250000000;2016;
Wreck-It Ralph;Rich Moore;377;101;Jack McBrayer;Sarah Silverman;272534;1;345;English;USA;PG;165000000;2012;7.8
The Fast and the Furious;Rob Cohen;187;106;Paul Walker;Vin Diesel;272223;2;988;English;USA;PG-13;38000000;2001;6.7
Stand by Me;Rob Reiner;99;89;Marshall Bell;Frances Lee McCain;271794;2;584;English;USA;R;8000000;1986;8.1
Yes Man;Peyton Reed;190;104;Bradley Cooper;Zooey Deschanel;271691;1;243;English;USA;PG-13;70000000;2008;6.8
Signs;M. Night Shyamalan;208;106;Rory Culkin;Merritt Wever;271592;0;2335;English;USA;PG-13;72000000;2002;6.7
Amadeus;Milos Forman;134;180;Jeffrey Jones;F. Murray Abraham;270790;0;549;English;USA;R;18000000;1984;8.3
50/50;Jonathan Levine;327;100;Joseph Gordon-Levitt;Anna Kendrick;270441;2;378;English;USA;R;8000000;2011;7.7
Up in the Air;Jason Reitman;391;108;J.K. Simmons;Anna Kendrick;270238;0;452;English;USA;R;25000000;2009;7.4
Friends with Benefits;Will Gluck;238;109;Mila Kunis;Justin Timberlake;270228;2;194;English;USA;R;35000000;2011;6.6
The Expendables;Sylvester Stallone;424;113;Jason Statham;Sylvester Stallone;270226;9;741;English;USA;R;80000000;2010;6.5
Men in Black II;Barry Sonnenfeld;208;88;Will Smith;Rosario Dawson;270207;2;606;English;USA;PG-13;140000000;2002;6.1
Die Hard 2;Renny Harlin;142;124;Bruce Willis;John Amos;269858;0;316;English;USA;R;70000000;1990;7.1
Batman;Tim Burton;186;126;Michael Gough;Jack Palance;269033;0;817;English;USA;PG-13;35000000;1989;7.6
The Others;Alejandro Amenábar;239;101;Fionnula Flanagan;Elaine Cassidy;268581;0;1109;English;USA;PG-13;17000000;2001;7.6
Men in Black 3;Barry Sonnenfeld;451;106;Will Smith;Michael Stuhlbarg;268154;1;341;English;USA;PG-13;225000000;2012;6.8
The Godfather: Part III;Francis Ford Coppola;110;170;Al Pacino;Joe Mantegna;267980;1;545;English;USA;R;54000000;1990;7.6
Anchorman: The Legend of Ron Burgundy;Adam McKay;181;;Darcy Donavan;Will Ferrell;267921;5;577;English;USA;PG-13;26000000;2004;7.2
Madagascar;Eric Darnell;181;86;Jada Pinkett Smith;Cedric the Entertainer;266636;0;385;English;USA;PG;75000000;2005;6.9
Man on Fire;Tony Scott;171;146;Denzel Washington;Radha Mitchell;266310;2;690;English;USA;R;70000000;2004;
50 First Dates;Peter Segal;147;99;Adam Sandler;Peter Dante;266103;2;456;English;USA;PG-13;75000000;2004;6.8
Boyhood;Richard Linklater;548;165;Ellar Coltrane;Lorelei Linklater;266020;0;836;English;USA;R;4000000;2014;8.0
The Mask;Chuck Russell;57;114;Peter Greene;Amy Yasbeck;265818;0;213;English;USA;PG-13;18000000;1994;6.9
The Theory of Everything;James Marsh;419;123;Eddie Redmayne;Emily Watson;265507;0;388;English;UK;PG-13;15000000;2014;7.7
Hotel Rwanda;Terry George;187;121;Don Cheadle;Sophie Okonedo;264533;1;609;English;UK;PG-13;17500000;2004;8.1
The Aviator;Martin Scorsese;267;170;Leonardo DiCaprio;Adam Scott;264318;0;799;English;USA;PG-13;110000000;2004;7.5
TRON: Legacy;Joseph Kosinski;469;125;Jeff Bridges;Olivia Wilde;264183;0;665;English;USA;PG;170000000;2010;6.8
Flight;Robert Zemeckis;449;138;Denzel Washington;Bruce Greenwood;264047;0;491;English;USA;R;31000000;2012;7.3
Cars;John Lasseter;256;117;John Ratzenberger;Cheech Marin;263853;0;584;English;USA;G;120000000;2006;7.2
The Island;Michael Bay;257;136;Scarlett Johansson;Steve Buscemi;263329;1;899;English;USA;PG-13;126000000;2005;6.9
Lucky Number Slevin;Paul McGuigan;202;110;Bruce Willis;Morgan Freeman;262160;3;507;English;Germany;R;27000000;2006;7.8
Equilibrium;Kurt Wimmer;146;107;Christian Bale;Emily Watson;261317;2;1137;English;USA;R;20000000;2002;7.5
The Game;David Fincher;157;129;Deborah Kara Unger;Armin Mueller-Stahl;261069;1;506;English;USA;R;50000000;1997;7.8
Speed;Jan de Bont;114;116;Keanu Reeves;Alan Ruck;260981;0;373;English;USA;R;25000000;1994;7.2
Aladdin;Ron Clements;124;90;Robin Williams;Frank Welker;260939;0;244;English;USA;G;28000000;1992;8.0
Moon;Duncan Jones;415;97;Kevin Spacey;Matt Berry;260607;0;485;English;UK;R;5000000;2009;7.9
Brokeback Mountain;Ang Lee;357;134;Jake Gyllenhaal;Heath Ledger;259837;0;2254;English;USA;R;14000000;2005;7.7
The Devil's Advocate;Taylor Hackford;117;136;Keanu Reeves;Al Pacino;259519;2;431;English;USA;R;57000000;1997;7.5
The Rock;Michael Bay;122;136;Nicolas Cage;Michael Biehn;259492;1;415;English;USA;R;75000000;1996;7.4
